day,Team_A_skill_sol_flag,Team_A_pref_sol_flag,Team_A_total_skills,Team_A_work_cost,Team_A_train_cost,Team_A_excess_after_skill,Team_A_excess_after_pref,Team_A_present,Team_A_gohome_cost,Team_A_gohome_skill_sol_flag,Team_A_pref_match_after_skill,Team_A_pref_match_after_pref,Team_B_skill_sol_flag,Team_B_pref_sol_flag,Team_B_total_skills,Team_B_work_cost,Team_B_train_cost,Team_B_excess_after_skill,Team_B_excess_after_pref,Team_B_present,Team_B_gohome_cost,Team_B_gohome_skill_sol_flag,Team_B_pref_match_after_skill,Team_B_pref_match_after_pref,Team_C_skill_sol_flag,Team_C_pref_sol_flag,Team_C_total_skills,Team_C_work_cost,Team_C_train_cost,Team_C_excess_after_skill,Team_C_excess_after_pref,Team_C_present,Team_C_gohome_cost,Team_C_gohome_skill_sol_flag,Team_C_pref_match_after_skill,Team_C_pref_match_after_pref,Team_D_skill_sol_flag,Team_D_pref_sol_flag,Team_D_total_skills,Team_D_work_cost,Team_D_train_cost,Team_D_excess_after_skill,Team_D_excess_after_pref,Team_D_present,Team_D_gohome_cost,Team_D_gohome_skill_sol_flag,Team_D_pref_match_after_skill,Team_D_pref_match_after_pref,Team_E_skill_sol_flag,Team_E_pref_sol_flag,Team_E_total_skills,Team_E_work_cost,Team_E_train_cost,Team_E_excess_after_skill,Team_E_excess_after_pref,Team_E_present,Team_E_gohome_cost,Team_E_gohome_skill_sol_flag,Team_E_pref_match_after_skill,Team_E_pref_match_after_pref,Team_F_skill_sol_flag,Team_F_pref_sol_flag,Team_F_total_skills,Team_F_work_cost,Team_F_train_cost,Team_F_excess_after_skill,Team_F_excess_after_pref,Team_F_present,Team_F_gohome_cost,Team_F_gohome_skill_sol_flag,Team_F_pref_match_after_skill,Team_F_pref_match_after_pref,Team_G_skill_sol_flag,Team_G_pref_sol_flag,Team_G_total_skills,Team_G_work_cost,Team_G_train_cost,Team_G_excess_after_skill,Team_G_excess_after_pref,Team_G_present,Team_G_gohome_cost,Team_G_gohome_skill_sol_flag,Team_G_pref_match_after_skill,Team_G_pref_match_after_pref
830,True,True,67,4160.0,0.0,0.0,0.0,13,4160.0,True,12.0,12.0,True,True,113,4160.0,0.0,0.0,0.0,13,4160.0,True,5.0,10.0,True,True,125,3840.0,0.0,1.0,1.0,13,4160.0,True,4.0,9.0,False,False,48,,,,,8,,False,,,False,False,54,,,,,8,,False,,,True,True,104,3520.0,0.0,1.0,1.0,12,3680.0,True,4.0,10.0,True,True,94,3520.0,0.0,2.0,2.0,13,3840.0,True,5.0,11.0
831,True,True,67,4160.0,0.0,2.0,2.0,15,4480.0,True,10.0,13.0,True,True,113,4160.0,0.0,1.0,1.0,14,4320.0,True,9.0,13.0,True,True,125,3840.0,0.0,3.0,3.0,15,4320.0,True,2.0,10.0,True,True,48,2880.0,0.0,0.0,0.0,9,,False,6.0,8.0,False,False,54,,,,,8,,False,,,True,True,104,3520.0,0.0,4.0,4.0,15,4160.0,True,2.0,11.0,True,True,94,3520.0,0.0,0.0,0.0,11,,False,6.0,10.0
832,False,False,67,,,,,11,,False,,,True,True,113,4160.0,0.0,0.0,0.0,13,,False,4.0,10.0,True,True,125,3840.0,0.0,2.0,2.0,14,4320.0,True,4.0,10.0,False,False,48,,,,,8,,False,,,False,False,54,,,,,8,,False,,,True,True,104,3520.0,0.0,0.0,0.0,11,3520.0,True,5.0,10.0,True,True,94,3520.0,0.0,0.0,0.0,11,3520.0,True,11.0,11.0
833,False,False,67,,,,,12,,False,,,True,True,113,4160.0,320.0,4.0,4.0,17,4800.0,True,4.0,13.0,True,True,125,3840.0,0.0,2.0,2.0,14,4320.0,True,6.0,10.0,False,False,48,,,,,7,,False,,,False,False,54,,,,,6,,False,,,True,True,104,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,10.0,True,True,94,3520.0,0.0,0.0,0.0,11,3520.0,True,7.0,10.0
834,True,True,67,4160.0,0.0,1.0,1.0,14,4320.0,True,9.0,12.0,True,True,113,4160.0,0.0,1.0,1.0,14,4320.0,True,5.0,11.0,True,True,125,3840.0,0.0,1.0,1.0,13,4000.0,True,5.0,12.0,True,True,48,2880.0,0.0,0.0,0.0,9,2880.0,True,5.0,8.0,False,False,54,,,,,7,,False,,,True,True,104,3520.0,0.0,3.0,3.0,14,4000.0,True,4.0,11.0,True,True,94,3520.0,0.0,2.0,2.0,13,3840.0,True,5.0,11.0
835,True,True,67,4160.0,0.0,0.0,0.0,13,,False,9.0,11.0,True,True,113,4160.0,0.0,3.0,3.0,16,4640.0,True,3.0,12.0,True,True,125,3840.0,0.0,4.0,4.0,16,4480.0,True,3.0,12.0,True,True,48,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,54,2880.0,320.0,1.0,1.0,10,3040.0,True,5.0,8.0,True,True,104,3520.0,0.0,0.0,0.0,11,,False,4.0,8.0,False,False,94,,,,,10,,False,,
836,False,False,67,,,,,8,,False,,,True,True,113,4160.0,0.0,1.0,1.0,14,4480.0,True,6.0,12.0,True,True,125,3840.0,0.0,1.0,1.0,13,4160.0,True,5.0,10.0,False,False,48,,,,,7,,False,,,False,False,54,,,,,8,,False,,,False,False,104,,,,,9,,False,,,True,True,94,3520.0,0.0,1.0,1.0,12,3680.0,True,6.0,11.0
837,False,False,67,,,,,10,,False,,,True,True,113,4160.0,0.0,2.0,2.0,15,4480.0,True,6.0,12.0,True,True,125,3840.0,0.0,1.0,1.0,13,4000.0,True,2.0,10.0,True,True,48,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,54,2880.0,0.0,0.0,0.0,9,2880.0,True,6.0,9.0,True,True,104,3520.0,0.0,0.0,0.0,11,,False,5.0,10.0,True,True,94,3520.0,0.0,0.0,0.0,11,3520.0,True,11.0,11.0
838,False,False,67,,,,,10,,False,,,True,True,113,4160.0,0.0,0.0,0.0,13,4160.0,True,4.0,9.0,True,True,125,3840.0,0.0,1.0,1.0,13,4160.0,True,4.0,10.0,True,True,48,2880.0,0.0,0.0,0.0,9,,False,4.0,8.0,False,False,54,,,,,8,,False,,,False,False,104,,,,,10,,False,,,False,False,94,,,,,10,,False,,
839,True,True,67,4160.0,0.0,0.0,0.0,13,,False,10.0,12.0,True,True,113,4160.0,0.0,1.0,1.0,14,4480.0,True,4.0,10.0,True,True,125,3840.0,0.0,4.0,4.0,16,4480.0,True,3.0,11.0,True,True,48,2880.0,0.0,0.0,0.0,9,,False,5.0,8.0,False,False,54,,,,,8,,False,,,True,True,104,3520.0,0.0,3.0,3.0,14,4000.0,True,2.0,10.0,True,True,94,3520.0,0.0,2.0,2.0,13,4000.0,True,2.0,10.0
840,True,True,67,4160.0,0.0,2.0,2.0,15,4480.0,True,10.0,13.0,True,True,113,4160.0,0.0,0.0,0.0,13,,False,7.0,11.0,True,True,125,3840.0,0.0,2.0,2.0,14,4160.0,True,3.0,11.0,True,True,48,2880.0,0.0,0.0,0.0,9,,False,6.0,8.0,True,True,54,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,8.0,True,True,104,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,11.0,True,True,94,3520.0,0.0,1.0,1.0,12,3680.0,True,5.0,10.0
841,True,True,67,4160.0,0.0,0.0,0.0,13,,False,11.0,11.0,True,True,113,4160.0,0.0,1.0,1.0,14,4320.0,True,4.0,11.0,True,True,125,3840.0,0.0,3.0,3.0,15,4320.0,True,3.0,11.0,False,False,48,,,,,8,,False,,,True,True,54,2880.0,0.0,0.0,0.0,9,2880.0,True,6.0,8.0,True,True,104,3520.0,0.0,2.0,2.0,13,4000.0,True,4.0,10.0,True,True,94,3520.0,0.0,1.0,1.0,12,3680.0,True,5.0,9.0
842,True,True,67,4160.0,0.0,0.0,0.0,13,4160.0,True,12.0,12.0,True,True,113,4160.0,0.0,2.0,2.0,15,4480.0,True,8.0,13.0,True,True,125,3840.0,0.0,2.0,2.0,14,4160.0,True,4.0,10.0,False,False,48,,,,,6,,False,,,False,False,54,,,,,6,,False,,,True,True,104,3520.0,0.0,3.0,3.0,14,4000.0,True,3.0,11.0,True,True,94,3520.0,0.0,0.0,0.0,11,,False,9.0,10.0
843,True,True,67,4160.0,0.0,0.0,0.0,13,,False,11.0,11.0,True,True,113,4160.0,0.0,0.0,0.0,13,,False,7.0,11.0,True,True,125,3840.0,0.0,1.0,1.0,13,4000.0,True,3.0,10.0,True,True,48,2880.0,0.0,2.0,2.0,11,3200.0,True,5.0,9.0,True,True,54,2880.0,0.0,0.0,0.0,9,2880.0,True,6.0,9.0,True,True,104,3520.0,0.0,0.0,0.0,11,,False,5.0,10.0,True,True,94,3520.0,0.0,1.0,1.0,12,3680.0,True,6.0,11.0
844,False,False,67,,,,,12,,False,,,True,True,113,4160.0,0.0,3.0,3.0,16,4640.0,True,2.0,12.0,True,True,125,3840.0,0.0,2.0,2.0,14,4320.0,True,3.0,11.0,True,True,49,2880.0,0.0,0.0,0.0,9,,False,5.0,8.0,False,False,54,,,,,8,,False,,,True,True,104,3520.0,0.0,1.0,1.0,12,3840.0,True,3.0,9.0,True,True,94,3520.0,0.0,1.0,1.0,12,,False,6.0,9.0
845,True,True,67,4160.0,0.0,0.0,0.0,13,4160.0,True,13.0,13.0,True,True,113,4160.0,0.0,0.0,0.0,13,4160.0,True,7.0,12.0,True,True,125,3840.0,0.0,1.0,1.0,13,,False,5.0,9.0,True,True,49,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,54,2880.0,0.0,0.0,0.0,9,2880.0,True,5.0,8.0,True,True,104,3520.0,0.0,2.0,2.0,13,3840.0,True,5.0,11.0,True,True,94,3520.0,0.0,0.0,0.0,11,,False,5.0,9.0
846,False,False,67,,,,,12,,False,,,False,False,113,,,,,12,,False,,,True,True,125,3840.0,0.0,2.0,2.0,14,4160.0,True,3.0,9.0,False,False,49,,,,,8,,False,,,True,True,54,2880.0,0.0,0.0,0.0,9,2880.0,True,6.0,8.0,True,True,104,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,10.0,True,True,94,3520.0,0.0,0.0,0.0,11,,False,7.0,9.0
847,False,False,67,,,,,12,,False,,,True,True,113,4160.0,0.0,1.0,1.0,14,4480.0,True,5.0,11.0,True,True,125,3840.0,0.0,2.0,2.0,14,4320.0,True,3.0,10.0,True,True,49,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,54,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,104,3520.0,0.0,0.0,0.0,11,,False,3.0,8.0,False,False,94,,,,,7,,False,,
848,False,False,67,,,,,11,,False,,,False,False,113,,,,,12,,False,,,True,True,125,3840.0,0.0,0.0,0.0,12,,False,5.0,10.0,False,False,49,,,,,8,,False,,,True,True,54,2880.0,0.0,0.0,0.0,9,,False,6.0,7.0,True,True,104,3520.0,0.0,2.0,2.0,13,3840.0,True,3.0,11.0,True,True,94,3520.0,0.0,2.0,2.0,13,3840.0,True,7.0,11.0
849,False,False,67,,,,,11,,False,,,True,True,113,4160.0,0.0,0.0,0.0,13,,False,9.0,11.0,True,True,125,3840.0,0.0,0.0,0.0,12,3840.0,True,4.0,9.0,False,False,49,,,,,8,,False,,,False,False,54,,,,,7,,False,,,False,False,104,,,,,10,,False,,,False,False,94,,,,,10,,False,,
850,True,True,67,4160.0,0.0,1.0,1.0,14,4320.0,True,9.0,12.0,True,True,113,4160.0,0.0,2.0,2.0,15,4480.0,True,5.0,12.0,True,True,125,3840.0,0.0,2.0,2.0,14,4320.0,True,2.0,9.0,False,False,49,,,,,7,,False,,,True,True,54,2880.0,0.0,0.0,0.0,9,,False,7.0,7.0,True,True,104,3520.0,320.0,2.0,2.0,13,3840.0,True,5.0,11.0,True,True,94,3520.0,0.0,1.0,1.0,12,3840.0,True,4.0,10.0
851,False,False,67,,,,,12,,False,,,True,True,113,4160.0,0.0,0.0,0.0,13,,False,8.0,11.0,True,True,125,3840.0,0.0,4.0,4.0,16,4480.0,True,3.0,12.0,False,False,49,,,,,7,,False,,,False,False,54,,,,,7,,False,,,False,False,104,,,,,10,,False,,,True,True,94,3520.0,0.0,1.0,1.0,12,,False,4.0,9.0
852,False,False,67,,,,,11,,False,,,False,False,113,,,,,11,,False,,,True,True,125,3840.0,0.0,0.0,0.0,12,,False,4.0,10.0,True,True,49,2880.0,0.0,0.0,0.0,9,2880.0,True,5.0,8.0,True,True,54,2880.0,0.0,0.0,0.0,9,2880.0,True,6.0,8.0,True,True,104,3520.0,0.0,0.0,0.0,11,3520.0,True,7.0,11.0,True,True,94,3520.0,0.0,1.0,1.0,12,3680.0,True,7.0,10.0
853,True,True,67,4160.0,0.0,1.0,1.0,14,4320.0,True,9.0,12.0,True,True,113,4160.0,0.0,2.0,2.0,15,4480.0,True,7.0,13.0,True,True,125,3840.0,0.0,3.0,3.0,15,4320.0,True,2.0,11.0,False,False,49,,,,,8,,False,,,False,False,54,,,,,7,,False,,,True,True,104,3520.0,0.0,3.0,3.0,14,4000.0,True,1.0,10.0,False,False,94,,,,,10,,False,,
854,False,False,67,,,,,12,,False,,,True,True,113,4160.0,0.0,2.0,2.0,15,4480.0,True,4.0,12.0,True,True,125,3840.0,0.0,3.0,3.0,15,4320.0,True,2.0,11.0,True,True,49,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,54,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,104,3520.0,0.0,2.0,2.0,13,3840.0,True,3.0,11.0,True,True,94,3520.0,0.0,1.0,1.0,12,3840.0,True,4.0,10.0
855,True,True,67,4160.0,0.0,1.0,1.0,14,4320.0,True,9.0,12.0,False,False,113,,,,,12,,False,,,True,True,125,3840.0,0.0,0.0,0.0,12,,False,4.0,11.0,False,False,49,,,,,4,,False,,,False,False,54,,,,,6,,False,,,True,True,104,3520.0,0.0,3.0,3.0,14,4000.0,True,2.0,11.0,True,True,94,3520.0,0.0,2.0,2.0,13,3840.0,True,7.0,11.0
856,False,False,67,,,,,11,,False,,,True,True,113,4160.0,0.0,2.0,2.0,15,4640.0,True,4.0,12.0,True,True,125,3840.0,0.0,2.0,2.0,14,4160.0,True,4.0,10.0,True,True,49,2880.0,0.0,0.0,0.0,9,,False,5.0,8.0,True,True,54,2880.0,0.0,0.0,0.0,9,2880.0,True,7.0,8.0,True,True,104,3520.0,0.0,0.0,0.0,11,,False,5.0,10.0,False,False,94,,,,,9,,False,,
857,True,True,67,4160.0,0.0,2.0,2.0,15,4480.0,True,10.0,13.0,True,True,113,4160.0,0.0,0.0,0.0,13,,False,7.0,11.0,True,True,125,3840.0,0.0,2.0,2.0,14,4160.0,True,4.0,10.0,False,False,49,,,,,8,,False,,,True,True,54,2880.0,0.0,0.0,0.0,9,2880.0,True,6.0,8.0,True,True,104,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,11.0,True,True,94,3520.0,0.0,1.0,1.0,12,3680.0,True,6.0,11.0
858,True,True,67,4160.0,0.0,2.0,2.0,15,4480.0,True,10.0,13.0,True,True,113,4160.0,0.0,0.0,0.0,13,,False,7.0,12.0,True,True,125,3840.0,0.0,2.0,2.0,14,4320.0,True,4.0,10.0,False,False,49,,,,,7,,False,,,False,False,54,,,,,6,,False,,,True,True,104,3520.0,0.0,4.0,4.0,15,4160.0,True,2.0,11.0,True,True,94,3520.0,0.0,0.0,0.0,11,,False,8.0,9.0
859,True,True,67,4160.0,0.0,0.0,0.0,13,,False,9.0,11.0,True,True,113,4160.0,0.0,1.0,1.0,14,4320.0,True,5.0,11.0,True,True,125,3840.0,0.0,3.0,3.0,15,4320.0,True,2.0,10.0,True,True,49,2880.0,0.0,0.0,0.0,9,,False,4.0,8.0,True,True,54,2880.0,0.0,0.0,0.0,9,2880.0,True,5.0,8.0,True,True,104,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,10.0,True,True,94,3520.0,0.0,0.0,0.0,11,,False,9.0,10.0
860,False,False,67,,,,,12,,False,,,True,True,113,4160.0,0.0,1.0,1.0,14,4320.0,True,7.0,12.0,True,True,125,3840.0,0.0,2.0,2.0,14,4160.0,True,4.0,11.0,True,True,49,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,54,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,104,3520.0,0.0,1.0,1.0,12,,False,4.0,9.0,False,False,94,,,,,10,,False,,
861,True,True,67,4160.0,0.0,0.0,0.0,13,,False,9.0,11.0,False,False,113,,,,,12,,False,,,True,True,125,3840.0,0.0,1.0,1.0,13,4160.0,True,4.0,8.0,True,True,49,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,54,2880.0,0.0,0.0,0.0,9,2880.0,True,6.0,9.0,True,True,104,3520.0,0.0,2.0,2.0,13,4000.0,True,4.0,10.0,False,False,94,,,,,10,,False,,
862,False,False,67,,,,,12,,False,,,True,True,113,4160.0,0.0,2.0,2.0,15,4480.0,True,7.0,12.0,True,True,125,3840.0,0.0,1.0,1.0,13,4160.0,True,3.0,9.0,False,False,49,,,,,7,,False,,,False,False,54,,,,,8,,False,,,True,True,104,3520.0,0.0,0.0,0.0,11,,False,5.0,9.0,False,False,94,,,,,9,,False,,
863,False,False,67,,,,,12,,False,,,True,True,113,4160.0,0.0,1.0,1.0,14,4320.0,True,5.0,11.0,False,False,125,,,,,11,,False,,,True,True,49,2880.0,320.0,1.0,1.0,10,3040.0,True,4.0,8.0,True,True,54,2880.0,0.0,1.0,1.0,10,3040.0,True,4.0,8.0,True,True,104,3520.0,0.0,1.0,1.0,12,3680.0,True,6.0,11.0,False,False,94,,,,,10,,False,,
864,True,True,67,4160.0,0.0,0.0,0.0,13,,False,10.0,11.0,True,True,113,4160.0,0.0,1.0,1.0,14,4320.0,True,4.0,12.0,True,True,125,3840.0,0.0,0.0,0.0,12,,False,4.0,10.0,False,False,49,,,,,8,,False,,,False,False,54,,,,,8,,False,,,True,True,104,3520.0,0.0,3.0,3.0,14,4000.0,True,1.0,10.0,True,True,94,3520.0,0.0,2.0,2.0,13,3840.0,True,5.0,11.0
865,True,True,67,4160.0,0.0,0.0,0.0,13,,False,11.0,12.0,True,True,113,4160.0,0.0,2.0,2.0,15,4640.0,True,7.0,12.0,True,True,125,3840.0,0.0,3.0,3.0,15,4480.0,True,4.0,11.0,True,True,49,2880.0,0.0,0.0,0.0,9,,False,6.0,8.0,True,True,54,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,104,3520.0,0.0,0.0,0.0,11,3520.0,True,6.0,9.0,True,True,94,3520.0,0.0,0.0,0.0,11,3520.0,True,9.0,11.0
866,True,True,67,4160.0,0.0,2.0,2.0,15,4480.0,True,10.0,13.0,True,True,113,4160.0,0.0,0.0,0.0,13,,False,6.0,10.0,True,True,125,3840.0,0.0,0.0,0.0,12,,False,4.0,8.0,False,False,49,,,,,8,,False,,,False,False,54,,,,,8,,False,,,True,True,104,3520.0,0.0,4.0,4.0,15,4160.0,True,2.0,11.0,True,True,94,3520.0,0.0,1.0,1.0,12,3840.0,True,6.0,10.0
867,True,True,67,4160.0,0.0,0.0,0.0,13,4160.0,True,9.0,12.0,False,False,113,,,,,11,,False,,,True,True,125,3840.0,0.0,0.0,0.0,12,,False,6.0,10.0,False,False,49,,,,,8,,False,,,True,True,54,2880.0,0.0,0.0,0.0,9,2880.0,True,6.0,8.0,True,True,104,3520.0,0.0,3.0,3.0,14,4160.0,True,3.0,10.0,True,True,94,3520.0,0.0,0.0,0.0,11,,False,3.0,9.0
868,False,False,67,,,,,12,,False,,,True,True,113,4160.0,0.0,1.0,1.0,14,,False,5.0,10.0,True,True,125,3840.0,0.0,0.0,0.0,12,3840.0,True,7.0,9.0,True,True,49,2880.0,0.0,0.0,0.0,9,,False,4.0,8.0,True,True,54,2880.0,0.0,2.0,2.0,11,3200.0,True,3.0,9.0,True,True,104,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,11.0,True,True,94,3520.0,0.0,2.0,2.0,13,3840.0,True,5.0,11.0
869,False,False,67,,,,,9,,False,,,True,True,113,4160.0,0.0,1.0,1.0,14,4480.0,True,4.0,10.0,True,True,125,3840.0,0.0,2.0,2.0,14,4160.0,True,4.0,12.0,False,False,49,,,,,8,,False,,,True,True,54,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,False,False,104,,,,,9,,False,,,True,True,94,3520.0,0.0,0.0,0.0,11,3520.0,True,5.0,10.0
870,True,True,67,4160.0,0.0,1.0,1.0,14,4320.0,True,10.0,13.0,True,True,113,4160.0,0.0,1.0,1.0,14,4480.0,True,7.0,11.0,True,True,125,3840.0,0.0,1.0,1.0,13,4160.0,True,4.0,10.0,True,True,49,2880.0,0.0,0.0,0.0,9,2880.0,True,6.0,9.0,False,False,54,,,,,8,,False,,,True,True,104,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,10.0,True,True,94,3520.0,0.0,0.0,0.0,11,3520.0,True,5.0,10.0
871,True,True,67,4160.0,0.0,0.0,0.0,13,,False,10.0,11.0,True,True,113,4160.0,0.0,2.0,2.0,15,4480.0,True,3.0,12.0,True,True,125,3840.0,0.0,2.0,2.0,14,4320.0,True,4.0,10.0,True,True,49,2880.0,0.0,0.0,0.0,9,,False,5.0,8.0,False,False,54,,,,,8,,False,,,True,True,104,3520.0,0.0,2.0,2.0,13,4000.0,True,3.0,9.0,True,True,94,3520.0,0.0,3.0,3.0,14,4000.0,True,2.0,11.0
872,True,True,67,4160.0,0.0,2.0,2.0,15,4480.0,True,10.0,13.0,False,False,113,,,,,12,,False,,,True,True,125,3840.0,0.0,3.0,3.0,15,4320.0,True,3.0,10.0,False,False,49,,,,,8,,False,,,True,True,54,2880.0,0.0,0.0,0.0,9,2880.0,True,6.0,8.0,True,True,104,3520.0,0.0,3.0,3.0,14,4000.0,True,2.0,11.0,True,True,94,3520.0,0.0,1.0,1.0,12,3680.0,True,9.0,11.0
873,False,False,67,,,,,11,,False,,,False,False,113,,,,,12,,False,,,True,True,125,3840.0,0.0,0.0,0.0,12,,False,5.0,9.0,False,False,49,,,,,8,,False,,,False,False,54,,,,,7,,False,,,True,True,104,3520.0,320.0,1.0,1.0,12,3680.0,True,6.0,11.0,False,False,94,,,,,10,,False,,
874,True,True,67,4160.0,0.0,0.0,0.0,13,,False,11.0,11.0,False,False,113,,,,,11,,False,,,True,True,125,3840.0,0.0,1.0,1.0,13,4000.0,True,5.0,10.0,True,True,49,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,False,False,54,,,,,8,,False,,,True,True,104,3520.0,0.0,2.0,2.0,13,4000.0,True,5.0,10.0,False,False,94,,,,,9,,False,,
875,False,False,67,,,,,10,,False,,,True,True,113,4160.0,0.0,0.0,0.0,13,,False,6.0,11.0,True,True,125,3840.0,0.0,4.0,4.0,16,4480.0,True,3.0,11.0,True,True,49,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,54,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,False,False,104,,,,,9,,False,,,False,False,94,,,,,10,,False,,
876,True,True,67,4160.0,0.0,0.0,0.0,13,4160.0,True,11.0,12.0,True,True,113,4160.0,0.0,2.0,2.0,15,4640.0,True,7.0,11.0,True,True,125,3840.0,0.0,2.0,2.0,14,4320.0,True,4.0,9.0,False,False,49,,,,,7,,False,,,False,False,54,,,,,6,,False,,,True,True,104,3520.0,0.0,1.0,1.0,12,3680.0,True,5.0,11.0,True,True,94,3520.0,0.0,0.0,0.0,11,,False,7.0,9.0
877,True,True,67,4160.0,0.0,1.0,1.0,14,4320.0,True,9.0,12.0,True,True,113,4160.0,0.0,1.0,1.0,14,4480.0,True,7.0,11.0,True,True,125,3840.0,0.0,2.0,2.0,14,4160.0,True,5.0,11.0,False,False,49,,,,,8,,False,,,True,True,54,2880.0,0.0,0.0,0.0,9,2880.0,True,6.0,8.0,True,True,104,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,10.0,True,True,94,3520.0,0.0,2.0,2.0,13,3840.0,True,3.0,10.0
878,True,True,67,4160.0,0.0,1.0,1.0,14,4320.0,True,9.0,12.0,True,True,113,4160.0,0.0,2.0,2.0,15,4480.0,True,6.0,13.0,True,True,125,3840.0,0.0,3.0,3.0,15,4320.0,True,3.0,11.0,True,True,49,2880.0,0.0,0.0,0.0,9,,False,5.0,8.0,True,True,54,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,104,3520.0,0.0,3.0,3.0,14,4000.0,True,1.0,10.0,True,True,94,3520.0,0.0,2.0,2.0,13,3840.0,True,5.0,11.0
879,False,False,67,,,,,12,,False,,,True,True,113,4160.0,0.0,3.0,3.0,16,4640.0,True,5.0,13.0,True,True,125,3840.0,0.0,4.0,4.0,16,4640.0,True,3.0,11.0,True,True,49,2880.0,0.0,0.0,0.0,9,2880.0,True,5.0,8.0,False,False,54,,,,,8,,False,,,True,True,104,3520.0,0.0,1.0,1.0,12,3840.0,True,4.0,10.0,False,False,94,,,,,9,,False,,
880,False,False,67,,,,,11,,False,,,True,True,113,4160.0,0.0,1.0,1.0,14,4480.0,True,6.0,11.0,True,True,125,3840.0,0.0,1.0,1.0,13,4160.0,True,6.0,10.0,True,True,49,2880.0,0.0,0.0,0.0,9,2880.0,True,6.0,9.0,False,False,54,,,,,7,,False,,,True,True,104,3520.0,0.0,0.0,0.0,11,,False,5.0,9.0,True,True,94,3520.0,0.0,1.0,1.0,12,3840.0,True,4.0,10.0
881,True,True,67,4160.0,0.0,0.0,0.0,13,4160.0,True,12.0,12.0,True,True,113,4160.0,0.0,1.0,1.0,14,,False,9.0,11.0,True,True,125,3840.0,0.0,3.0,3.0,15,4320.0,True,2.0,12.0,True,True,49,2880.0,0.0,0.0,0.0,9,2880.0,True,5.0,8.0,True,True,54,2880.0,0.0,0.0,0.0,9,2880.0,True,5.0,8.0,True,True,104,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,11.0,True,True,94,3520.0,0.0,3.0,3.0,14,4000.0,True,2.0,11.0
882,True,True,67,4160.0,0.0,2.0,2.0,15,4480.0,True,10.0,13.0,True,True,113,4160.0,0.0,0.0,0.0,13,,False,7.0,10.0,True,True,125,3840.0,0.0,1.0,1.0,13,4160.0,True,2.0,9.0,False,False,49,,,,,8,,False,,,True,True,54,2880.0,0.0,0.0,0.0,9,2880.0,True,6.0,8.0,True,True,104,3520.0,0.0,4.0,4.0,15,4160.0,True,2.0,11.0,True,True,94,3520.0,0.0,1.0,1.0,12,3680.0,True,6.0,11.0
883,False,False,67,,,,,12,,False,,,False,False,113,,,,,11,,False,,,True,True,125,3840.0,0.0,0.0,0.0,12,,False,5.0,10.0,True,True,49,2880.0,0.0,0.0,0.0,9,2880.0,True,6.0,9.0,True,True,54,2880.0,0.0,2.0,2.0,11,3200.0,True,3.0,9.0,True,True,104,3520.0,0.0,1.0,1.0,12,3680.0,True,6.0,10.0,True,True,94,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,11.0
884,True,True,67,4160.0,0.0,1.0,1.0,14,4320.0,True,9.0,12.0,True,True,113,4160.0,0.0,2.0,2.0,15,4480.0,True,5.0,12.0,True,True,125,3840.0,0.0,1.0,1.0,13,4160.0,True,3.0,9.0,True,True,49,2880.0,0.0,0.0,0.0,9,2880.0,True,5.0,9.0,True,True,54,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,104,3520.0,0.0,3.0,3.0,14,4000.0,True,3.0,11.0,False,False,94,,,,,8,,False,,
